,Video.ID,URL,answer,question,Caption,Transcript,Text
1517,honeycombapp_-1200000-13,https://www.tiktok.com/@honeycombapp_/video/7233135485101591851,yes,Is this transcript giving advice for caring for a high risk infant?,"There is a right and a wrong way to mix baby's formula! Don't make the mistake every new parent makes by shaking the formula powder like a blender bottle. It introduces air bubbles that make baby uncomfortable and fussy. Instead, swirl the formula in the bottle. It won't mix as well but that's okay, the majority of the baby formula will be blended in just fine #newmom #firsttimemom #firsttimeparent #newparents #newdad #newmomtips #honeycombparentadvice #newborntips #babytips #preppingforbaby #bottlefeeding #babyformula ",NA,"There is a right and a wrong way to mix baby's formula! Don't make the mistake every new parent makes by shaking the formula powder like a blender bottle. It introduces air bubbles that make baby uncomfortable and fussy. Instead, swirl the formula in the bottle. It won't mix as well but that's okay, the majority of the baby formula will be blended in just fine #newmom #firsttimemom #firsttimeparent #newparents #newdad #newmomtips #honeycombparentadvice #newborntips #babytips #preppingforbaby #bottlefeeding #babyformula "
1518,hopeful_jade-138900-38,https://www.tiktok.com/@hopeful_jade/video/7125016429346278662,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,#bottleprepping #momtok #momsoftiktok #ivfmom #ivfbaby,Prep Baby girl's first lot of formula bottles with SA.,#bottleprepping #momtok #momsoftiktok #ivfmom #ivfbaby Prep Baby girl's first lot of formula bottles with SA.
1519,jackeey_rivera-478-91,https://www.tiktok.com/@jackeey_rivera/video/7220909748168690986,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Pump with me! 🥛✨ #pumping #pumpingmom #pumpingmama #pumpingtiktok #pumpingtime #pumpingatwork #momlife #momsoftiktok #femaledriversoftiktok #pumpingatworklife #fyp #foryou #parati ,"Good afternoon. Join me as I pump for the day. So today it was a short pumping session. I really didn't pump for that long. I think I pumped for a total of 15 minutes. I did stop and get breakfast, but what I consider breakfast, it literally was just French toast. I had never actually tried French toast. And let me tell you, it is the thing that I'm gonna be getting from now on when I go to Sonic. I literally was enjoying my time. Just look at that. Even dancing. After I got done, I did try to hydrate because, oh my God. Arizona's weather is up to 90s this week and I am truly losing it. It is so hot. I didn't pump a lot from my right boob. As you can see, I had spilled most, most of the milk. I truly, honestly, I was like, really bummed out. But, you know, whatever. I was able to pump a little bit and that's all that matters. And then guess what? I also forgot the bottle that I usually store the milk in. So I had a chug of the water. Heck, a quick. And fill up a water bottle every single time something happens. Not every time. It's perfect. Not every pumping sesh goes the way you want it to, but it is what it is. It's a struggle, I'm not gonna lie. But we got through the day and I was able to produce milk and get milk at the end of the day for the baby. But anyways, thank you guys so much for watching. Bye.","Pump with me! 🥛✨ #pumping #pumpingmom #pumpingmama #pumpingtiktok #pumpingtime #pumpingatwork #momlife #momsoftiktok #femaledriversoftiktok #pumpingatworklife #fyp #foryou #parati  Good afternoon. Join me as I pump for the day. So today it was a short pumping session. I really didn't pump for that long. I think I pumped for a total of 15 minutes. I did stop and get breakfast, but what I consider breakfast, it literally was just French toast. I had never actually tried French toast. And let me tell you, it is the thing that I'm gonna be getting from now on when I go to Sonic. I literally was enjoying my time. Just look at that. Even dancing. After I got done, I did try to hydrate because, oh my God. Arizona's weather is up to 90s this week and I am truly losing it. It is so hot. I didn't pump a lot from my right boob. As you can see, I had spilled most, most of the milk. I truly, honestly, I was like, really bummed out. But, you know, whatever. I was able to pump a little bit and that's all that matters. And then guess what? I also forgot the bottle that I usually store the milk in. So I had a chug of the water. Heck, a quick. And fill up a water bottle every single time something happens. Not every time. It's perfect. Not every pumping sesh goes the way you want it to, but it is what it is. It's a struggle, I'm not gonna lie. But we got through the day and I was able to produce milk and get milk at the end of the day for the baby. But anyways, thank you guys so much for watching. Bye."
1520,jade.oneal-586300-21,https://www.tiktok.com/@jade.oneal/video/7183139076126608686,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,"Yay for baby products that make your life easier! This bottle sterilizer holds a ton of bottles, pump parts, and teethers all at once. Check it out on my page.  #babyfavorite #babyregistrytip #babyregistryideas #babyregistrytips #expectingmamas #firsttimemomtip #babyproductreviews #babybottlesterilizer #babymusthaveproducts #babyregistrytips how I sterilize my bottles and pump parts how to sterilize bottles how to sterilize baby items",I don't blame you if you're tired of washing pump parts and bottles. That is why I switched over to a sterilizer. I can fit all of my bottles and bulky pump parts in the bottom. And then I love that this one has a top compartment where I can throw in all the small things. I'm able to throw teethers and so many other things up top and get everything sterilized at once in under 40 minutes. And I love that this one has the keep function that will keep everything sterile for 72 hours.,"Yay for baby products that make your life easier! This bottle sterilizer holds a ton of bottles, pump parts, and teethers all at once. Check it out on my page.  #babyfavorite #babyregistrytip #babyregistryideas #babyregistrytips #expectingmamas #firsttimemomtip #babyproductreviews #babybottlesterilizer #babymusthaveproducts #babyregistrytips how I sterilize my bottles and pump parts how to sterilize bottles how to sterilize baby items I don't blame you if you're tired of washing pump parts and bottles. That is why I switched over to a sterilizer. I can fit all of my bottles and bulky pump parts in the bottom. And then I love that this one has a top compartment where I can throw in all the small things. I'm able to throw teethers and so many other things up top and get everything sterilized at once in under 40 minutes. And I love that this one has the keep function that will keep everything sterile for 72 hours."
1521,jessicatle-21900-23,https://www.tiktok.com/@jessicatle/video/7140280390912150830,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,No longer boiling water to sanitize baby's bottles & waiting hrs for it to dry. Thank goodness for @Baby Brezza Superfast Sterilizer-Dryer! #babybrezza #sterilizer #ad #babybottle #newborn #momsoftiktok #babytiktok #fyp #foryou #sahm #maternity #cleaningbottles #newbornmusthaves #registry ,NA,No longer boiling water to sanitize baby's bottles & waiting hrs for it to dry. Thank goodness for @Baby Brezza Superfast Sterilizer-Dryer! #babybrezza #sterilizer #ad #babybottle #newborn #momsoftiktok #babytiktok #fyp #foryou #sahm #maternity #cleaningbottles #newbornmusthaves #registry 
1522,jessipumps-8065-78,https://www.tiktok.com/@jessipumps/video/7298923216435776798,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Happy Thesday! #fyp #momsoftiktok #workingmom #jessipumps #viral #momoftwo #breastfeeding #pumpingmom #nursing #pumping #breastmilk #pumpingatwork #elviestride #handpump #lansinoh #avent ,"Happy Tuesday. I hope you're having a great day. I did not have a great day, but that's okay. So I pumped four times today, I think, and got a lot. So this was my first pump of the day. It is 8 ounces also. It's totally Christmas. I have no idea how much is in these bags, so I'm going to measure it. You don't have to measure it, obviously. I'm just curious. This one was 5 ounces. This next one is 4 ounces. And this was my most recent pump, and it is. It's overnight, so it's 10 ounces. I would say that is a grand total of 26 ounces for the day. So I don't work tomorrow, but this will be for my little man for Thursday. I hope you have a great day.","Happy Thesday! #fyp #momsoftiktok #workingmom #jessipumps #viral #momoftwo #breastfeeding #pumpingmom #nursing #pumping #breastmilk #pumpingatwork #elviestride #handpump #lansinoh #avent  Happy Tuesday. I hope you're having a great day. I did not have a great day, but that's okay. So I pumped four times today, I think, and got a lot. So this was my first pump of the day. It is 8 ounces also. It's totally Christmas. I have no idea how much is in these bags, so I'm going to measure it. You don't have to measure it, obviously. I'm just curious. This one was 5 ounces. This next one is 4 ounces. And this was my most recent pump, and it is. It's overnight, so it's 10 ounces. I would say that is a grand total of 26 ounces for the day. So I don't work tomorrow, but this will be for my little man for Thursday. I hope you have a great day."
1524,joanna_01493-618-148,https://www.tiktok.com/@joanna_01493/video/7299122920813612318,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Love doing my power pumps 😊 #pumpingmom #foryoupage #pumping #pumpingatwork #foryou #breastmilk #momcontent #lacatation #pumpingmama #breastmilktok #breastmilkisthebestmilk #lechematernaexclusiva #powerpumppour #powerpump #powerpumping #phanpy ,"Good morning, everyone. So I just finished my PowerPoint and I'm currently snacking on my Mommy Knows Best mini lactation cookies. These have really, like, helped my supply. Last night I ate some while I was pumping and I woke up, like, super engorged. So if you guys want to try the mini lactation cookies, you guys can use my code JOANNA20OFF. Plus, they offer free shipping, so you don't have to pay for shipping, which is a must because sometimes I add stuff to my cart and I have to pay shipping, and I'm like, do I want to pay shipping? No, you'll pay less for sure. I also have a link in my bio if you guys are interested. I feel like they helped me, but everybody is different. So it might work for you, it might not, but you can always try. So let's go ahead and pour this. Let's see how much I got. So satisfying. Also, I'm using my fan P the E shine. I always use those for my morning pumps. I love them. So looks like we got 7 ounces again. I always nurse my daughter every time I come to work. So like, I5 in the morning, I started getting ready. I start getting ready at like 5:40. So I start pumping at 6, 6, 6:30. I always do my power pumps in the morning, so once I get to work, I'm still pumping, but not for long. For like 20 minutes. Good. So I'll see you guys on my next pump.","Love doing my power pumps 😊 #pumpingmom #foryoupage #pumping #pumpingatwork #foryou #breastmilk #momcontent #lacatation #pumpingmama #breastmilktok #breastmilkisthebestmilk #lechematernaexclusiva #powerpumppour #powerpump #powerpumping #phanpy  Good morning, everyone. So I just finished my PowerPoint and I'm currently snacking on my Mommy Knows Best mini lactation cookies. These have really, like, helped my supply. Last night I ate some while I was pumping and I woke up, like, super engorged. So if you guys want to try the mini lactation cookies, you guys can use my code JOANNA20OFF. Plus, they offer free shipping, so you don't have to pay for shipping, which is a must because sometimes I add stuff to my cart and I have to pay shipping, and I'm like, do I want to pay shipping? No, you'll pay less for sure. I also have a link in my bio if you guys are interested. I feel like they helped me, but everybody is different. So it might work for you, it might not, but you can always try. So let's go ahead and pour this. Let's see how much I got. So satisfying. Also, I'm using my fan P the E shine. I always use those for my morning pumps. I love them. So looks like we got 7 ounces again. I always nurse my daughter every time I come to work. So like, I5 in the morning, I started getting ready. I start getting ready at like 5:40. So I start pumping at 6, 6, 6:30. I always do my power pumps in the morning, so once I get to work, I'm still pumping, but not for long. For like 20 minutes. Good. So I'll see you guys on my next pump."
1525,junobie-23600-22,https://www.tiktok.com/@junobie/video/7060476572544912686,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,🤍 #DIYwithBlock #pumpingmom #breastpump #firsttimemom #junobie #breastmilkbag #breastmilkstorage #pumpingatwork #baggedmilk #breastmilk #milksupply,NA,🤍 #DIYwithBlock #pumpingmom #breastpump #firsttimemom #junobie #breastmilkbag #breastmilkstorage #pumpingatwork #baggedmilk #breastmilk #milksupply
1526,junobie-521600-33,https://www.tiktok.com/@junobie/video/7239161466505448746,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Breastmilk is good in the refrigerator for jp to 4 days! Once the 3 fays approaches ut is going to be best transferred to the freezer. You can freeze breastmilk in thede 20 ounces milk storage boxes…the milk can be kept in a deep freeder for  up to 12 months.  #breastmilkstorage #breastmilk #exclusivelypumping #exclusivepumper #liquidgold #newmama #junobie #relactation #baggingmilk #latenightfeeding #middleofthenightfeeds #milkstorage ,"Breast milk is good in the refrigerator for up to four days. And once that four days approaches, it's going to be best to honestly freeze the breast milk. I like to give the breast milk a nice shake just to kind of get the fat mixed back in. Once the fat is all mixed in, then we're going to portion the breast milk out. You can portion them out in these 20 ounce milk storage boxes. Yes, that's right. These hold 20 ounces of breast milk. Whenever baby is ready to take any of the frozen milk, simply pop one of the milk boxes out of the freezer. They're good for up to 24 hours once they are now thawed. You can get these right now for 30% off in our TikTok shop.","Breastmilk is good in the refrigerator for jp to 4 days! Once the 3 fays approaches ut is going to be best transferred to the freezer. You can freeze breastmilk in thede 20 ounces milk storage boxes…the milk can be kept in a deep freeder for  up to 12 months.  #breastmilkstorage #breastmilk #exclusivelypumping #exclusivepumper #liquidgold #newmama #junobie #relactation #baggingmilk #latenightfeeding #middleofthenightfeeds #milkstorage  Breast milk is good in the refrigerator for up to four days. And once that four days approaches, it's going to be best to honestly freeze the breast milk. I like to give the breast milk a nice shake just to kind of get the fat mixed back in. Once the fat is all mixed in, then we're going to portion the breast milk out. You can portion them out in these 20 ounce milk storage boxes. Yes, that's right. These hold 20 ounces of breast milk. Whenever baby is ready to take any of the frozen milk, simply pop one of the milk boxes out of the freezer. They're good for up to 24 hours once they are now thawed. You can get these right now for 30% off in our TikTok shop."
1527,junobie-9222-23,https://www.tiktok.com/@junobie/video/7095790748322532654,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Cleaning bottles otg! #cleaningbottles #babybottle #fedisbest #formulafedbaby #formulafedbaby #exclusivelypumping #pumpingmom #travelingwithbabies,NA,Cleaning bottles otg! #cleaningbottles #babybottle #fedisbest #formulafedbaby #formulafedbaby #exclusivelypumping #pumpingmom #travelingwithbabies
1530,karissa.mamanursern-7995-31,https://www.tiktok.com/@karissa.mamanursern/video/7191907557777165574,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,#breastfeeding #breastfeedingmom #pumpingmom #milkstorage #breastmilkstorage ,NA,#breastfeeding #breastfeedingmom #pumpingmom #milkstorage #breastmilkstorage 
1532,_future_mrs.powers-1263-9,https://www.tiktok.com/@_future_mrs.powers/video/7084279541673364779,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,#makebottleswithme #mama #babygirl #girlmomclub #momsoftiktok #momsoftiktokclub #momsunder25 #momsintheir20s #SmellLikeIrishSpring #followmeifollowsback #creatormode,NA,#makebottleswithme #mama #babygirl #girlmomclub #momsoftiktok #momsoftiktokclub #momsunder25 #momsintheir20s #SmellLikeIrishSpring #followmeifollowsback #creatormode
1534,_simplymere_-2491-137,https://www.tiktok.com/@_simplymere_/video/7184627632623930666,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,I’m a cow🐮 #pump #pumpingmom #momsoftiktok #momlife #breastmilk #willowgo #willowgopump #pumpwithme #pumpingatwork #workmom #nursesoftiktok #nurse #LPN #mama #pompiar ,"Pump with me at work. I work as a licensed practical nurse doing private duty home health eight hour shifts. So the max I pump is three times for 15 to 20 minutes. I cut off the pumping time on the video. I don't get breaks or lunch break. I do have a lot of downtime. So impressive to have a lot of flexibility for pumping. On my left side I got 3 1/2 ounces. I keep them cold in my lunchbox. On my right side I got 4 1/2 ounces. I clean them with cleaning wipes, especially made for pups. All the other parts I put them in a ziploc bag and in my lunchbox to keep them cold so bacteria doesn't grow.","I’m a cow🐮 #pump #pumpingmom #momsoftiktok #momlife #breastmilk #willowgo #willowgopump #pumpwithme #pumpingatwork #workmom #nursesoftiktok #nurse #LPN #mama #pompiar  Pump with me at work. I work as a licensed practical nurse doing private duty home health eight hour shifts. So the max I pump is three times for 15 to 20 minutes. I cut off the pumping time on the video. I don't get breaks or lunch break. I do have a lot of downtime. So impressive to have a lot of flexibility for pumping. On my left side I got 3 1/2 ounces. I keep them cold in my lunchbox. On my right side I got 4 1/2 ounces. I clean them with cleaning wipes, especially made for pups. All the other parts I put them in a ziploc bag and in my lunchbox to keep them cold so bacteria doesn't grow."
1535,ashlynsaal-41300-89,https://www.tiktok.com/@ashlynsaal/video/7204306349990104363,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Pumping on the go! #breastfeeding #breastfeedingjourney #momsoftiktok #momsover30 #normalizebreastfeeding #normalizenormalbodies #breastfeedingsuppport #breastfeedingtok #postpartum #momswithtattoos #motherhoodunplugged #fyp #fypシ #momswhotiktok #pumping #pumpingmom #pumpingmama #pumpingatwork #pumpingonthego #elvie #elviestride #elviestridepump @elvieofficial #breastmilk #breastmilkstorage #medela #medelamilkbags ,"Pump with me at work as a hairstylist. So here I am just putting my LV Stride pumps together super quick, throwing a towel down to make sure everything's clean. Ish. Normally I just throw the pump over my shoulder while I'm like, getting everything together. And then I go ahead and attach the pump, put them in my shirt, make sure that my nipples are lining up with the pump, put that bad boy in, and ready to go. I turn it down to like, the two speed just to, like, stimulate. And then once it starts going after like a minute or two, I turn it up to like, high. I usually keep it high for like 20 to 30 minutes, just depending on, like, what type of service I'm doing. I think here I pumped for like 25 minutes, and I got like six and a half ounces. So here I am just disconnecting my pumps, adding them to a bag, and then once I'm finished pumping, I just put them right back into my gallon Ziploc bag. And then I put it in our little mini fridge so that it keeps my pumps cool so I don't have to clean them in between each pump, which is a super nice, easy hack. And that's it. Put it in the fridge, plug my pump back in.","Pumping on the go! #breastfeeding #breastfeedingjourney #momsoftiktok #momsover30 #normalizebreastfeeding #normalizenormalbodies #breastfeedingsuppport #breastfeedingtok #postpartum #momswithtattoos #motherhoodunplugged #fyp #fypシ #momswhotiktok #pumping #pumpingmom #pumpingmama #pumpingatwork #pumpingonthego #elvie #elviestride #elviestridepump @elvieofficial #breastmilk #breastmilkstorage #medela #medelamilkbags  Pump with me at work as a hairstylist. So here I am just putting my LV Stride pumps together super quick, throwing a towel down to make sure everything's clean. Ish. Normally I just throw the pump over my shoulder while I'm like, getting everything together. And then I go ahead and attach the pump, put them in my shirt, make sure that my nipples are lining up with the pump, put that bad boy in, and ready to go. I turn it down to like, the two speed just to, like, stimulate. And then once it starts going after like a minute or two, I turn it up to like, high. I usually keep it high for like 20 to 30 minutes, just depending on, like, what type of service I'm doing. I think here I pumped for like 25 minutes, and I got like six and a half ounces. So here I am just disconnecting my pumps, adding them to a bag, and then once I'm finished pumping, I just put them right back into my gallon Ziploc bag. And then I put it in our little mini fridge so that it keeps my pumps cool so I don't have to clean them in between each pump, which is a super nice, easy hack. And that's it. Put it in the fridge, plug my pump back in."
1537,babyzsmommaa-392-42,https://www.tiktok.com/@babyzsmommaa/video/7355570829767281966,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,it jus be rough some days lol and it was very much showing today! have a nice day!  #WorkingMom #PumpingMom #BreastfeedingMom #PumpBeforeMyShift #PumpResults #DITL #CoolerHack #PumpingAtWork #BabyZai #HarrisFamily #CapCut ,"Y'all. I'm gonna be honest. I look so hit right now, but this is the realistic side to being a mom and working. I just went back to work, and I don't even work often. I work probably like 15 to 20 hours a week. And I was so tired from the night before because they had kept waking up, and I didn't understand why, but obviously, I'll see what kind of morning it is like. It just be like that sometime. And this is what we got. But now that I finished that, I am getting ready to pack up using my cooler method, and time to go make some money.","it jus be rough some days lol and it was very much showing today! have a nice day!  #WorkingMom #PumpingMom #BreastfeedingMom #PumpBeforeMyShift #PumpResults #DITL #CoolerHack #PumpingAtWork #BabyZai #HarrisFamily #CapCut  Y'all. I'm gonna be honest. I look so hit right now, but this is the realistic side to being a mom and working. I just went back to work, and I don't even work often. I work probably like 15 to 20 hours a week. And I was so tired from the night before because they had kept waking up, and I didn't understand why, but obviously, I'll see what kind of morning it is like. It just be like that sometime. And this is what we got. But now that I finished that, I am getting ready to pack up using my cooler method, and time to go make some money."
1541,briannagaitan12-1839-68,https://www.tiktok.com/@briannagaitan12/video/7185284992312921387,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Pump with me at work #babylove #k18results #screammovie #newyear #2023 #pregnancy #pumpingatwork #pumpingmom #breastmilk #breastmilkstillbestforbabies😊  ,"Come pump with me at work. This sat as room to pump in fun fact, I was already pumping when I decided to record from my 10m pump. This is my DEBM pump SMH only 3 ounces. This one's okay. I got 4 ounces. Only 15 ounces into sessions which is not normal. A little hash asmr Shout out my sister for the bag I always have to be after. Am I the only one?","Pump with me at work #babylove #k18results #screammovie #newyear #2023 #pregnancy #pumpingatwork #pumpingmom #breastmilk #breastmilkstillbestforbabies😊   Come pump with me at work. This sat as room to pump in fun fact, I was already pumping when I decided to record from my 10m pump. This is my DEBM pump SMH only 3 ounces. This one's okay. I got 4 ounces. Only 15 ounces into sessions which is not normal. A little hash asmr Shout out my sister for the bag I always have to be after. Am I the only one?"
1543,callmejazzien-1036-120,https://www.tiktok.com/@callmejazzien/video/7073117904438381870,yes,Is this transcript giving advice for caring for a high risk infant?,Makes bottles with me 🍼 #philipsadvent #bobawrap #makebottleswithme #breastfeeding #fyp #exclusivepumping #babytok #bottlemaking,NA,Makes bottles with me 🍼 #philipsadvent #bobawrap #makebottleswithme #breastfeeding #fyp #exclusivepumping #babytok #bottlemaking
1544,camirestrepoo-45100-43,https://www.tiktok.com/@camirestrepoo/video/7095944411443498283,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Reply to @wendy.rubio09  I always get so lucky filming these. No one comes in😇. You can also use a water bottle and just put that water in them! As long as the are rinsed off 🤷‍♀️ #pumpingmom#cleaningpumpparts#fyp#viralvideo#relactationjourney#exclusivepumper#relatablemom#thisisreality#pumpingonthego,NA,Reply to @wendy.rubio09  I always get so lucky filming these. No one comes in😇. You can also use a water bottle and just put that water in them! As long as the are rinsed off 🤷‍♀️ #pumpingmom#cleaningpumpparts#fyp#viralvideo#relactationjourney#exclusivepumper#relatablemom#thisisreality#pumpingonthego
1546,cole_abbie-1200000-127,https://www.tiktok.com/@cole_abbie/video/7106915592392789254,yes,Is this transcript giving advice for caring for a high risk infant?,Baby Tips this summer (Part 1) #mumsoftiktok #babytiktok #baby #coleandabbie #tipsandtricks,"Okay. So before I went on holiday with a newborn who is formula fed, I was really worrying and really stressed about how I was going to make his bottles in the heat and make it the way it should be. So I'm going to show you the hack I used to make his bottles, make sure they were sterilized and hopefully help some of you guys. So this here is a newbie sterilizing bag. You literally put your bottles in it, press this button and it sterilizes anything you put in it. Absolute game changer. Second thing I have is this. Now this is digital and it tells you the temperature of the water inside. So each night before bed, I would put bottled water into the kettle, boil it and then put it in this and it was ready for my morning bottles. But during the day when you're out and about, this is how I made bottles. So out and about. Hudson takes 7 ounces. So I would do 3 ounces of hot water. This kills any bacteria in any formula that you use. You must do a hot shot for most formulas. I then use these Aptmel ready made tablets. They are so handy. Definitely worth it for a holiday. So now I've got my formula in the hot shot. I now need 4 ounces of cold bottled water. So always take a bottle of cold water out the fridge, measure out my 4 ounces. Now that is going to go in my hot shot or formula and that is a bottle made nice and easy.","Baby Tips this summer (Part 1) #mumsoftiktok #babytiktok #baby #coleandabbie #tipsandtricks Okay. So before I went on holiday with a newborn who is formula fed, I was really worrying and really stressed about how I was going to make his bottles in the heat and make it the way it should be. So I'm going to show you the hack I used to make his bottles, make sure they were sterilized and hopefully help some of you guys. So this here is a newbie sterilizing bag. You literally put your bottles in it, press this button and it sterilizes anything you put in it. Absolute game changer. Second thing I have is this. Now this is digital and it tells you the temperature of the water inside. So each night before bed, I would put bottled water into the kettle, boil it and then put it in this and it was ready for my morning bottles. But during the day when you're out and about, this is how I made bottles. So out and about. Hudson takes 7 ounces. So I would do 3 ounces of hot water. This kills any bacteria in any formula that you use. You must do a hot shot for most formulas. I then use these Aptmel ready made tablets. They are so handy. Definitely worth it for a holiday. So now I've got my formula in the hot shot. I now need 4 ounces of cold bottled water. So always take a bottle of cold water out the fridge, measure out my 4 ounces. Now that is going to go in my hot shot or formula and that is a bottle made nice and easy."
1547,danimorin13-40400-51,https://www.tiktok.com/@danimorin13/video/6958422011576192262,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Reply to @karinaxcatalan Pumping and Traveling ✈️ 🚘 🚌 #pumpingatwork #pumpingmom #momswhothrive #travelmom #momsweekend #nursingbaby #smbc,"Humping while traveling. What a great topic. This weekend I was only a quick road trip away, but if I was flying I would have done the same thing. I would have taken ice packs. I'd like these ones that came in my M and M package last week because they're gel. I would have filled up my milk and then topped it off with another ice pack. If you go on the TSA website, they allow you to bring as much milk and ice packs as you need. And if you haven't seen my video on places to pump, especially in the airport, check it out. And these Medela Quick and Clean wipes are perfect for on the go. A hotel like the Residence Inn would be my first choice because it has a full kitchen. If not, I just call the hotel ahead of time and make sure they have somewhere for me to store my milk for. This weekend I followed the baby's schedule and when he had a bottle, I pumped. I set myself up a pumping station with my favorite lactation drink, which I'll link in the bio my storage bags in my pump. I did not consume any alcohol at the bachelorette party so I did not have to pump and dump and I was able to save 70 ounces to add to my freezer stash.","Reply to @karinaxcatalan Pumping and Traveling ✈️ 🚘 🚌 #pumpingatwork #pumpingmom #momswhothrive #travelmom #momsweekend #nursingbaby #smbc Humping while traveling. What a great topic. This weekend I was only a quick road trip away, but if I was flying I would have done the same thing. I would have taken ice packs. I'd like these ones that came in my M and M package last week because they're gel. I would have filled up my milk and then topped it off with another ice pack. If you go on the TSA website, they allow you to bring as much milk and ice packs as you need. And if you haven't seen my video on places to pump, especially in the airport, check it out. And these Medela Quick and Clean wipes are perfect for on the go. A hotel like the Residence Inn would be my first choice because it has a full kitchen. If not, I just call the hotel ahead of time and make sure they have somewhere for me to store my milk for. This weekend I followed the baby's schedule and when he had a bottle, I pumped. I set myself up a pumping station with my favorite lactation drink, which I'll link in the bio my storage bags in my pump. I did not consume any alcohol at the bachelorette party so I did not have to pump and dump and I was able to save 70 ounces to add to my freezer stash."
1548,elation_ph-553-25,https://www.tiktok.com/@elation_ph/video/7307103881782119685,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Travelling in the coming holidays? Here’s our pump stuff checklist to make sure you’ve got everything you need.  ✅️ Pump ✅️ Complete flange/cup set up ✅️ Storage bags ✅️ Cooling bags ✅️ Ice packs ✅️ Drying rack ✅️ Brush ✅️ Bottle wash ✅️ Basin ✅️ Charger ✅️ Marker ✅️ Nursing cover ✅️ Pump bras & camis Optional: ✅️ Massagers ✅️ Backup manual pump Don’t forget to bring your tried and tested pump bras and camis so you can breastfeed with ease. #pumplife #pumpingmom #travel #travellife #breastfeedingjourney #breastfeedingjourney❤️ #breastfeedingmusthave #pumpingmama ,NA,Travelling in the coming holidays? Here’s our pump stuff checklist to make sure you’ve got everything you need.  ✅️ Pump ✅️ Complete flange/cup set up ✅️ Storage bags ✅️ Cooling bags ✅️ Ice packs ✅️ Drying rack ✅️ Brush ✅️ Bottle wash ✅️ Basin ✅️ Charger ✅️ Marker ✅️ Nursing cover ✅️ Pump bras & camis Optional: ✅️ Massagers ✅️ Backup manual pump Don’t forget to bring your tried and tested pump bras and camis so you can breastfeed with ease. #pumplife #pumpingmom #travel #travellife #breastfeedingjourney #breastfeedingjourney❤️ #breastfeedingmusthave #pumpingmama 
